X,Y,Z
418581.2571,154322.715,1697.491211
418595.3339,154308.5078,1697.692505
418609.4106,154294.3006,1697.831543
418623.4873,154280.0933,1698.04187
418637.5641,154265.8861,1697.962524
418651.6408,154251.6789,1697.827759
418665.7176,154237.4716,1697.751465
418679.7943,154223.2644,1697.462402
418693.871,154209.0572,1697.084229
418707.9478,154194.85,1696.664551
418722.0245,154180.6427,1696.281738
418736.1013,154166.4355,1695.340332
418750.178,154152.2283,1694.128418
418764.2548,154138.021,1692.74585
418778.3315,154123.8138,1691.285156
418792.4082,154109.6066,1689.98938
418806.485,154095.3994,1688.965576
418820.5617,154081.1921,1687.454956
418834.6385,154066.9849,1686.875
418848.7152,154052.7777,1686.473755
418862.7919,154038.5704,1685.941162
418876.8687,154024.3632,1685.653687
418890.9454,154010.156,1685.339111
418905.0222,153995.9488,1684.422485
418919.0989,153981.7415,1683.620483
418933.1757,153967.5343,1682.599609
418947.2524,153953.3271,1680.121826
418961.3291,153939.1198,1678.64917
418975.4059,153924.9126,1677.151978
418989.4826,153910.7054,1675.04834
419003.5594,153896.4982,1674.161743
419017.6361,153882.2909,1673.600952
419031.7128,153868.0837,1672.674805
419045.7896,153853.8765,1672.595703
419059.8663,153839.6692,1672.248413
419073.9431,153825.462,1670.958252
419088.0198,153811.2548,1670.045044
419102.0966,153797.0476,1669.108643
419116.1733,153782.8403,1666.669434
419130.25,153768.6331,1665.149292
419144.3268,153754.4259,1663.699463
419158.4035,153740.2186,1661.590454
419172.4803,153726.0114,1660.935303
419186.557,153711.8042,1660.054443
419200.6337,153697.597,1659.064941
419214.7105,153683.3897,1658.461548
419228.7872,153669.1825,1657.765381
419242.864,153654.9753,1655.649414
419256.9407,153640.768,1654.34021
419271.0175,153626.5608,1652.775269
419285.0942,153612.3536,1649.956543
419299.1709,153598.1464,1648.936523
419313.2477,153583.9391,1647.846924
419327.3244,153569.7319,1646.986206
419341.4012,153555.5247,1646.905273
419355.4779,153541.3174,1646.678101
419369.5546,153527.1102,1647.350952
419383.6314,153512.903,1647.061523
419397.7081,153498.6958,1646.457153
419411.7849,153484.4885,1645.143433
419425.8616,153470.2813,1644.070923
419439.9383,153456.0741,1643.006104
419454.0151,153441.8668,1642.426392
419468.0918,153427.6596,1641.87439
419482.1686,153413.4524,1641.217163
419496.2453,153399.2451,1640.761475
419510.3221,153385.0379,1640.53125
419524.3988,153370.8307,1640.635864
419538.4755,153356.6235,1640.79895
419552.5523,153342.4162,1640.70874
419566.629,153328.209,1642.362915
419580.7058,153314.0018,1648.62793
419594.7825,153299.7945,1653.04541
419608.8592,153285.5873,1659.776245
419622.936,153271.3801,1663.0354
419637.0127,153257.1729,1665.449585
419651.0895,153242.9656,1668.936646
419665.1662,153228.7584,1669.61438
419679.243,153214.5512,1669.679565
419693.3197,153200.3439,1670.076538
419707.3964,153186.1367,1669.51416
419721.4732,153171.9295,1669.139404
419735.5499,153157.7223,1669.206055
419749.6267,153143.515,1668.203735
419763.7034,153129.3078,1666.940796
419777.7801,153115.1006,1666.192139
419791.8569,153100.8933,1664.653687
419805.9336,153086.6861,1663.193848
419820.0104,153072.4789,1662.322998
419834.0871,153058.2717,1661.903076
419848.1639,153044.0644,1661.754761
419862.2406,153029.8572,1661.704834
419876.3173,153015.65,1660.795776
419890.3941,153001.4427,1659.701538
419904.4708,152987.2355,1659.076538
419918.5476,152973.0283,1659.464722
419932.6243,152958.8211,1660.583252
419946.701,152944.6138,1662.025635
419960.7778,152930.4066,1663.143311
419974.8545,152916.1994,1664.359619
419988.9313,152901.9921,1666.651367
420003.008,152887.7849,1668.026733
420017.0848,152873.5777,1669.355713
420031.1615,152859.3705,1671.464844
420045.2382,152845.1632,1672.588257
420059.315,152830.956,1673.493652
420073.3917,152816.7488,1675.031738
420087.4685,152802.5415,1675.577271
420101.5452,152788.3343,1677.041748
420115.6219,152774.1271,1677.589355
420129.6987,152759.9199,1677.97522
420143.7754,152745.7126,1678.762939
420157.8522,152731.5054,1678.928955
420171.9289,152717.2982,1678.944824
420186.0057,152703.0909,1679.324219
420200.0824,152688.8837,1679.140991
420214.1591,152674.6765,1678.968384
420228.2359,152660.4693,1679.229736
420242.3126,152646.262,1678.851929
420256.3894,152632.0548,1678.437134
420270.4661,152617.8476,1678.386963
420284.5428,152603.6403,1677.817871
420298.6196,152589.4331,1677.057861
420312.6963,152575.2259,1676.608398
420326.7731,152561.0187,1675.719727
420340.8498,152546.8114,1674.733765
420354.9265,152532.6042,1673.725708
420369.0033,152518.397,1672.5896
420383.08,152504.1897,1671.454712
420397.1568,152489.9825,1670.713989
420411.2335,152475.7753,1670.179077
420425.3103,152461.5681,1669.630615
420439.387,152447.3608,1668.953735
420453.4637,152433.1536,1668.383545
420467.5405,152418.9464,1667.692261
420481.6172,152404.7391,1666.994873
420495.694,152390.5319,1666.375
420509.7707,152376.3247,1665.742188
420523.8474,152362.1175,1665.213623
420537.9242,152347.9102,1664.744995
420552.0009,152333.703,1664.240601
420566.0777,152319.4958,1663.868286
420580.1544,152305.2885,1663.709595
420594.2312,152291.0813,1664.558105
420608.3079,152276.8741,1666.17627
420622.3846,152262.6669,1668.022461
420636.4614,152248.4596,1670.041382
420650.5381,152234.2524,1672.235474
420664.6149,152220.0452,1673.015625
420678.6916,152205.8379,1673.16748
420692.7683,152191.6307,1673.397217
420706.8451,152177.4235,1673.591309
420720.9218,152163.2163,1674.985718
420734.9986,152149.009,1677.701904
420749.0753,152134.8018,1679.135864
420763.1521,152120.5946,1680.432007
420777.2288,152106.3873,1681.915283
420791.3055,152092.1801,1682.951294
420805.3823,152077.9729,1683.986084
420819.459,152063.7656,1684.780029
420833.5358,152049.5584,1685.586426
420847.6125,152035.3512,1686.296143
420861.6892,152021.144,1686.635254
420875.766,152006.9367,1686.616821
420889.8427,151992.7295,1686.145508
420903.9195,151978.5223,1685.668579
420917.9962,151964.315,1684.936157
420932.073,151950.1078,1683.239502
420946.1497,151935.9006,1680.924194
420960.2264,151921.6934,1682.27356
420974.3032,151907.4861,1684.03418
420988.3799,151893.2789,1684.834229
421002.4567,151879.0717,1685.190674
421016.5334,151864.8644,1685.588013
421030.6101,151850.6572,1685.854858
421044.6869,151836.45,1686.309692
421058.7636,151822.2428,1687.590942
421072.8404,151808.0355,1688.466187
421086.9171,151793.8283,1689.32666
421100.9939,151779.6211,1690.764404
421115.0706,151765.4138,1691.509155
421129.1473,151751.2066,1692.486328
421143.2241,151736.9994,1693.312866
421157.3008,151722.7922,1694.046997
421171.3776,151708.5849,1694.602173
421185.4543,151694.3777,1695.476318
421199.531,151680.1705,1696.398926
421213.6078,151665.9632,1697.892944
421227.6845,151651.756,1699.88501
421241.7613,151637.5488,1701.729614
421255.838,151623.3416,1703.687012
421269.9147,151609.1343,1706.420532
421283.9915,151594.9271,1708.481445
421298.0682,151580.7199,1710.290771
421312.145,151566.5126,1712.745117
421326.2217,151552.3054,1714.712036
421340.2985,151538.0982,1716.810547
421354.3752,151523.891,1719.586792
421368.4519,151509.6837,1721.399414
421382.5287,151495.4765,1722.990967
421396.6054,151481.2693,1724.938843
421410.6822,151467.062,1726.619141
421424.7589,151452.8548,1728.578491
421438.8356,151438.6476,1730.945068
421452.9124,151424.4404,1732.786133
421466.9891,151410.2331,1733.867065
421481.0659,151396.0259,1734.267578
421495.1426,151381.8187,1734.825928
421509.2194,151367.6114,1735.757813
421523.2961,151353.4042,1736.054932
421537.3728,151339.197,1736.216064
421551.4496,151324.9898,1736.660767
421565.5263,151310.7825,1736.657104
421579.6031,151296.5753,1736.530029
421593.6798,151282.3681,1736.859131
421607.7565,151268.1608,1736.702759
421621.8333,151253.9536,1736.558594
421635.91,151239.7464,1736.361938
421649.9868,151225.5392,1735.857056
421664.0635,151211.3319,1735.434082
421678.1403,151197.1247,1735.414917
421692.217,151182.9175,1735.196411
421706.2937,151168.7102,1735.18689
421720.3705,151154.503,1735.394653
421734.4472,151140.2958,1735.474365
421748.524,151126.0886,1735.457642
421762.6007,151111.8813,1735.588257
421776.6774,151097.6741,1735.486206
421790.7542,151083.4669,1735.400757
421804.8309,151069.2596,1735.732666
421818.9077,151055.0524,1735.906738
421832.9844,151040.8452,1735.876343
421847.0612,151026.638,1736.054443
421861.1379,151012.4307,1735.960815
421875.2146,150998.2235,1735.836792
421889.2914,150984.0163,1735.90979
421903.3681,150969.809,1735.817383
421917.4449,150955.6018,1735.745605
421931.5216,150941.3946,1735.467651
421945.5983,150927.1874,1735.214355
421959.6751,150912.9801,1734.94519
421973.7518,150898.7729,1734.76123
421987.8286,150884.5657,1734.55127
422001.9053,150870.3584,1734.281128
422015.982,150856.1512,1734.056641
422030.0588,150841.944,1733.561279
422044.1355,150827.7368,1732.734131
422058.2123,150813.5295,1729.895996
422072.289,150799.3223,1727.801392
422086.3658,150785.1151,1725.911865
422100.4425,150770.9078,1723.203735
422114.5192,150756.7006,1721.66748
422128.596,150742.4934,1719.269409
422142.6727,150728.2862,1717.338257
422156.7495,150714.0789,1714.716919
422170.8262,150699.8717,1709.47998
422184.9029,150685.6645,1708.557983
422198.9797,150671.4572,1708.377686
422213.0564,150657.25,1707.494873
422227.1332,150643.0428,1707.116821
422241.2099,150628.8355,1706.808105
422255.2867,150614.6283,1704.612061
422269.3634,150600.4211,1703.975342
422283.4401,150586.2139,1703.025269
422297.5169,150572.0066,1701.008301
422311.5936,150557.7994,1700.307373
422325.6704,150543.5922,1699.73938
422339.7471,150529.3849,1698.541382
422353.8238,150515.1777,1698.060913
422367.9006,150500.9705,1697.463623
422381.9773,150486.7633,1695.815674
422396.0541,150472.556,1694.560059
422410.1308,150458.3488,1692.991821
422424.2076,150444.1416,1691.012939
422438.2843,150429.9343,1689.894409
422452.361,150415.7271,1688.558838
422466.4378,150401.5199,1686.372559
422480.5145,150387.3127,1684.770386
422494.5913,150373.1054,1682.893555
422508.668,150358.8982,1680.796875
422522.7447,150344.691,1680.793457
422536.8215,150330.4837,1682.360107
422550.8982,150316.2765,1681.709595
422564.975,150302.0693,1682.859863
422579.0517,150287.8621,1684.72229
422593.1285,150273.6548,1683.959717
422607.2052,150259.4476,1683.460083
422621.2819,150245.2404,1682.75
422635.3587,150231.0331,1679.763184
422649.4354,150216.8259,1678.340698
422663.5122,150202.6187,1676.887817
422677.5889,150188.4115,1674.608765
422691.6656,150174.2042,1673.204102
422705.7424,150159.997,1670.984253
422719.8191,150145.7898,1666.765137
422733.8959,150131.5825,1664.057251
422747.9726,150117.3753,1660.265381
422762.0494,150103.1681,1658.050293
422776.1261,150088.9609,1658.998291
422790.2028,150074.7536,1663.922241
422804.2796,150060.5464,1669.897705
422818.3563,150046.3392,1673.768311
422832.4331,150032.1319,1671.467529
422846.5098,150017.9247,1670.725464
422860.5865,150003.7175,1669.177368
422874.6633,149989.5103,1665.653809
422888.74,149975.303,1664.875366
422902.8168,149961.0958,1664.990479
422916.8935,149946.8886,1667.105347
422930.9702,149932.6813,1669.384277
422945.047,149918.4741,1669.639648
422959.1237,149904.2669,1667.543579
422973.2005,149890.0597,1669.15332
422987.2772,149875.8524,1672.393921
423001.354,149861.6452,1672.911377
423015.4307,149847.438,1673.871582
423029.5074,149833.2307,1674.182129
423043.5842,149819.0235,1672.109619
423057.6609,149804.8163,1674.847534
423071.7377,149790.6091,1678.103516
423085.8144,149776.4018,1676.864136
423099.8911,149762.1946,1677.848267
423113.9679,149747.9874,1678.998901
423128.0446,149733.7801,1678.973755
423142.1214,149719.5729,1680.337891
423156.1981,149705.3657,1680.266113
423170.2749,149691.1585,1675.28125
423184.3516,149676.9512,1671.462891
423198.4283,149662.744,1667.147827
423212.5051,149648.5368,1659.632935
423226.5818,149634.3295,1657.105591
423240.6586,149620.1223,1654.194092
423254.7353,149605.9151,1647.916138
423268.812,149591.7079,1644.320068
423282.8888,149577.5006,1640.347168
423296.9655,149563.2934,1634.357056
423311.0423,149549.0862,1630.927368
423325.119,149534.8789,1627.153564
423339.1958,149520.6717,1621.621826
423353.2725,149506.4645,1618.731934
423367.3492,149492.2573,1614.980469
423381.426,149478.05,1610.466797
423395.5027,149463.8428,1606.034668
423409.5795,149449.6356,1601.36731
423423.6562,149435.4283,1597.57373
423437.7329,149421.2211,1594.415527
423451.8097,149407.0139,1596.764526
423465.8864,149392.8067,1602.728638
423479.9632,149378.5994,1606.978027
423494.0399,149364.3922,1606.206421
423508.1167,149350.185,1606.220947
423522.1934,149335.9777,1605.291016
423536.2701,149321.7705,1601.624023
423550.3469,149307.5633,1600.813599
423564.4236,149293.356,1600.556152
423578.5004,149279.1488,1599.694824
423592.5771,149264.9416,1599.003784
423606.6538,149250.7344,1597.265381
423620.7306,149236.5271,1594.135498
423634.8073,149222.3199,1592.843384
423648.8841,149208.1127,1591.148438
423662.9608,149193.9054,1587.187134
423677.0376,149179.6982,1585.383301
423691.1143,149165.491,1583.650513
423705.191,149151.2838,1576.99231
423719.2678,149137.0765,1574.778076
423733.3445,149122.8693,1573.823975
423747.4213,149108.6621,1570.702637
423761.498,149094.4548,1567.873047
423775.5747,149080.2476,1564.703979
423789.6515,149066.0404,1560.330811
423803.7282,149051.8332,1558.084229
423817.805,149037.6259,1556.55603
423831.8817,149023.4187,1553.641724
423845.9584,149009.2115,1553.998413
423860.0352,148995.0042,1553.975342
423874.1119,148980.797,1551.538818
423888.1887,148966.5898,1550.712769
423902.2654,148952.3826,1548.756592
423916.3422,148938.1753,1543.31897
423930.4189,148923.9681,1540.551758
423944.4956,148909.7609,1537.509033
423958.5724,148895.5536,1534.185547
423972.6491,148881.3464,1531.752808
423986.7259,148867.1392,1529.773193
424000.8026,148852.932,1526.994507
424014.8793,148838.7247,1524.900146
424028.9561,148824.5175,1522.31311
424043.0328,148810.3103,1519.910889
424057.1096,148796.103,1517.681519
424071.1863,148781.8958,1515.577515
424085.2631,148767.6886,1514.135254
424099.3398,148753.4814,1512.529053
424113.4165,148739.2741,1510.352173
424127.4933,148725.0669,1509.993774
424141.57,148710.8597,1509.948364
424155.6468,148696.6524,1512.516724
424169.7235,148682.4452,1512.888794
424183.8002,148668.238,1513.657104
424197.877,148654.0308,1514.302368
424211.9537,148639.8235,1513.708862
424226.0305,148625.6163,1512.741455
424240.1072,148611.4091,1511.707764
424254.184,148597.2018,1511.049072
424268.2607,148582.9946,1510.658813
424282.3374,148568.7874,1510.964722
424296.4142,148554.5802,1510.681396
424310.4909,148540.3729,1510.243042
424324.5677,148526.1657,1510.37561
424338.6444,148511.9585,1509.922974
424352.7211,148497.7512,1509.92334
424366.7979,148483.544,1510.212158
424380.8746,148469.3368,1510.071045
424394.9514,148455.1296,1512.089233
424409.0281,148440.9223,1515.711426
424423.1049,148426.7151,1518.329468
424437.1816,148412.5079,1519.313232
424451.2583,148398.3006,1520.562378
424465.3351,148384.0934,1521.230225
424479.4118,148369.8862,1523.391357
424493.4886,148355.679,1526.600586
424507.5653,148341.4717,1529.539795
424521.642,148327.2645,1532.13916
424535.7188,148313.0573,1534.931885
424549.7955,148298.85,1536.561401
424563.8723,148284.6428,1537.423096
424577.949,148270.4356,1537.390625
424592.0257,148256.2284,1534.825195
424606.1025,148242.0211,1533.415161
424620.1792,148227.8139,1532.025269
424634.256,148213.6067,1531.035034
424648.3327,148199.3994,1530.885864
424662.4095,148185.1922,1531.268555
424676.4862,148170.985,1532.91748
424690.5629,148156.7778,1535.672974
424704.6397,148142.5705,1537.429932
424718.7164,148128.3633,1539.180542
424732.7932,148114.1561,1542.113281
424746.8699,148099.9488,1543.751343
424760.9466,148085.7416,1545.712891
424775.0234,148071.5344,1548.659546
424789.1001,148057.3272,1549.993896
424803.1769,148043.1199,1551.101196
424817.2536,148028.9127,1552.466797
424831.3304,148014.7055,1551.594238
424845.4071,148000.4982,1550.467163
424859.4838,147986.291,1551.703613
424873.5606,147972.0838,1552.10437
424887.6373,147957.8766,1552.988647
424901.7141,147943.6693,1555.7146
424915.7908,147929.4621,1556.526611
424929.8675,147915.2549,1556.917603
424943.9443,147901.0476,1559.742676
424958.021,147886.8404,1560.719604
424972.0978,147872.6332,1562.687988
424986.1745,147858.4259,1568.096436
425000.2513,147844.2187,1569.890503
425014.328,147830.0115,1571.034912
425028.4047,147815.8043,1572.24585
425042.4815,147801.597,1570.648315
425056.5582,147787.3898,1568.057007
425070.635,147773.1826,1564.826782
425084.7117,147758.9753,1560.812988
425098.7884,147744.7681,1556.592773
425112.8652,147730.5609,1552.437744
425126.9419,147716.3537,1549.271362
425141.0187,147702.1464,1547.099731
425155.0954,147687.9392,1544.760132
425169.1722,147673.732,1543.171631
425183.2489,147659.5247,1542.152832
425197.3256,147645.3175,1542.404907
425211.4024,147631.1103,1543.156738
425225.4791,147616.9031,1544.839233
425239.5559,147602.6958,1545.739746
425253.6326,147588.4886,1546.655273
425267.7093,147574.2814,1548.300171
425281.7861,147560.0741,1548.846069
425295.8628,147545.8669,1549.836182
425309.9396,147531.6597,1552.870728
425324.0163,147517.4525,1554.565186
425338.0931,147503.2452,1555.73877
425352.1698,147489.038,1559.201172
425366.2465,147474.8308,1562.891846
425380.3233,147460.6235,1567.689575
425394.4,147446.4163,1574.691772
425408.4768,147432.2091,1578.854004
425422.5535,147418.0019,1584.056885
425436.6302,147403.7946,1593.897827
425450.707,147389.5874,1600.158691
425464.7837,147375.3802,1606.698486
425478.8605,147361.1729,1613.19397
425492.9372,147346.9657,1615.276001
425507.0139,147332.7585,1617.230713
425521.0907,147318.5513,1620.668945
425535.1674,147304.344,1621.500977
425549.2442,147290.1368,1621.375977
425563.3209,147275.9296,1620.122314
425577.3977,147261.7223,1617.649292
425591.4744,147247.5151,1615.493774
425605.5511,147233.3079,1610.609131
425619.6279,147219.1007,1609.24353
425633.7046,147204.8934,1609.461426
425647.7814,147190.6862,1610.208374
425661.8581,147176.479,1611.161377
425675.9348,147162.2717,1611.395142
425690.0116,147148.0645,1608.994019
425704.0883,147133.8573,1607.853638
425718.1651,147119.6501,1606.005981
425732.2418,147105.4428,1602.854614
425746.3186,147091.2356,1603.358276
425760.3953,147077.0284,1600.901978
425774.472,147062.8211,1595.876221
425788.5488,147048.6139,1594.740967
425802.6255,147034.4067,1592.062378
425816.7023,147020.1995,1589.671631
425830.779,147005.9922,1585.851074
425844.8557,146991.785,1579.969482
425858.9325,146977.5778,1577.05127
425873.0092,146963.3705,1574.028442
425887.086,146949.1633,1570.92627
425901.1627,146934.9561,1569.322021
425915.2395,146920.7489,1567.378296
425929.3162,146906.5416,1561.372437
425943.3929,146892.3344,1556.290527
425957.4697,146878.1272,1554.138428
425971.5464,146863.9199,1552.040161
425985.6232,146849.7127,1551.108032
425999.6999,146835.5055,1551.123413
426013.7766,146821.2983,1551.6604
426027.8534,146807.091,1551.948853
426041.9301,146792.8838,1552.232178
408646.3388,166378.1631,-5290.841553
408657.762,166361.7463,-5285.379639
408669.1851,166345.3294,-5284.570801
408680.6082,166328.9126,-5281.716675
408692.0314,166312.4958,-5280.666016
408703.4545,166296.079,-5278.690308
408714.8776,166279.6622,-5275.915649
408726.3008,166263.2453,-5269.287598
408737.7239,166246.8285,-5265.285278
408749.147,166230.4117,-5263.306152
408760.5702,166213.9949,-5260.013916
408771.9933,166197.5781,-5259.711182
408783.4164,166181.1612,-5255.39917
408794.8396,166164.7444,-5254.278687
408806.2627,166148.3276,-5249.432007
408817.6858,166131.9108,-5247.08252
408829.109,166115.4939,-5242.845825
408840.5321,166099.0771,-5237.906128
408851.9553,166082.6603,-5235.72583
408863.3784,166066.2435,-5231.532471
408874.8015,166049.8267,-5229.882813
408886.2247,166033.4098,-5224.667969
408897.6478,166016.993,-5223.274292
408909.0709,166000.5762,-5219.227173
408920.4941,165984.1594,-5217.311157
408931.9172,165967.7426,-5214.031006
408943.3403,165951.3257,-5210.970337
408954.7635,165934.9089,-5209.549805
408966.1866,165918.4921,-5206.937866
408977.6097,165902.0753,-5206.267212
408989.0329,165885.6585,-5202.314209
409000.456,165869.2416,-5200.317383
409011.8791,165852.8248,-5194.991577
409023.3023,165836.408,-5192.560303
409034.7254,165819.9912,-5192.296265
409046.1485,165803.5744,-5191.300781
409057.5717,165787.1575,-5190.887329
409068.9948,165770.7407,-5189.597412
409080.4179,165754.3239,-5189.059326
409091.8411,165737.9071,-5188.830322
409103.2642,165721.4903,-5189.753906
409114.6873,165705.0734,-5191.364502
409126.1105,165688.6566,-5197.418457
409137.5336,165672.2398,-5205.111694
409148.9567,165655.823,-5208.139282
409160.3799,165639.4061,-5206.55249
409171.803,165622.9893,-5202.5625
409183.2261,165606.5725,-5200.468018
409194.6493,165590.1557,-5195.928711
409206.0724,165573.7389,-5192.720703
409217.4955,165557.322,-5187.146851
409228.9187,165540.9052,-5180.594727
409240.3418,165524.4884,-5177.036499
409251.765,165508.0716,-5171.376709
409263.1881,165491.6548,-5167.819702
409274.6112,165475.2379,-5161.659424
409286.0344,165458.8211,-5158.737183
409297.4575,165442.4043,-5152.457642
409308.8806,165425.9875,-5146.316284
409320.3038,165409.5707,-5143.728149
409331.7269,165393.1538,-5139.171387
409343.15,165376.737,-5138.004517
409354.5732,165360.3202,-5136.259521
409365.9963,165343.9034,-5137.771973
409377.4194,165327.4866,-5139.069946
409388.8426,165311.0697,-5139.924194
409400.2657,165294.6529,-5141.786377
409411.6888,165278.2361,-5142.356079
409423.112,165261.8193,-5145.293335
409434.5351,165245.4024,-5147.675171
409445.9582,165228.9856,-5148.912476
409457.3814,165212.5688,-5151.684204
409468.8045,165196.152,-5154.936523
409480.2276,165179.7352,-5156.688965
409491.6508,165163.3183,-5160.949463
409503.0739,165146.9015,-5166.122314
409514.497,165130.4847,-5169.383057
409525.9202,165114.0679,-5175.228516
409537.3433,165097.6511,-5181.39624
409548.7664,165081.2342,-5178.779419
409560.1896,165064.8174,-5170.329224
409571.6127,165048.4006,-5165.443359
409583.0358,165031.9838,-5158.828125
409594.459,165015.567,-5152.708008
409605.8821,164999.1501,-5149.37085
409617.3052,164982.7333,-5144.778809
409628.7284,164966.3165,-5141.011108
409640.1515,164949.8997,-5134.229248
409651.5747,164933.4829,-5131.744873
409662.9978,164917.066,-5127.364868
409674.4209,164900.6492,-5125.653198
409685.8441,164884.2324,-5122.568115
409697.2672,164867.8156,-5119.28894
409708.6903,164851.3988,-5117.332397
409720.1135,164834.9819,-5113.448853
409731.5366,164818.5651,-5111.981934
409742.9597,164802.1483,-5108.284668
409754.3829,164785.7315,-5106.203491
409765.806,164769.3146,-5100.35083
409777.2291,164752.8978,-5097.593018
409788.6523,164736.481,-5095.361572
409800.0754,164720.0642,-5097.522217
409811.4985,164703.6474,-5100.115479
409822.9217,164687.2305,-5100.023315
409834.3448,164670.8137,-5098.340698
409845.7679,164654.3969,-5093.770386
409857.1911,164637.9801,-5092.223022
409868.6142,164621.5633,-5088.883789
409880.0373,164605.1464,-5085.511841
409891.4605,164588.7296,-5085.370239
409902.8836,164572.3128,-5083.847778
409914.3067,164555.896,-5083.379395
409925.7299,164539.4792,-5083.133423
409937.153,164523.0623,-5083.906616
409948.5761,164506.6455,-5085.625854
409959.9993,164490.2287,-5090.247437
409971.4224,164473.8119,-5096.454712
409982.8455,164457.3951,-5101.325439
409994.2687,164440.9782,-5106.1604
410005.6918,164424.5614,-5111.449097
410017.115,164408.1446,-5114.096924
410028.5381,164391.7278,-5117.287109
410039.9612,164375.311,-5117.067627
410051.3844,164358.8941,-5113.589111
410062.8075,164342.4773,-5113.237061
410074.2306,164326.0605,-5110.07959
410085.6538,164309.6437,-5108.871826
410097.0769,164293.2268,-5109.460327
410108.5,164276.81,-5107.83313
410119.9232,164260.3932,-5109.007813
410131.3463,164243.9764,-5109.185791
410142.7694,164227.5596,-5109.549561
410154.1926,164211.1427,-5110.755371
410165.6157,164194.7259,-5112.998779
410177.0388,164178.3091,-5114.35437
410188.462,164161.8923,-5117.543213
410199.8851,164145.4755,-5120.372681
410211.3082,164129.0586,-5125.11731
410222.7314,164112.6418,-5129.277954
410234.1545,164096.225,-5135.441528
410245.5776,164079.8082,-5138.492432
410257.0008,164063.3914,-5144.839478
410268.4239,164046.9745,-5149.069946
410279.847,164030.5577,-5150.987671
410291.2702,164014.1409,-5154.602661
410302.6933,163997.7241,-5156.712036
410314.1164,163981.3073,-5158.917969
410325.5396,163964.8904,-5161.454346
410336.9627,163948.4736,-5164.273315
410348.3858,163932.0568,-5156.059814
410359.809,163915.64,-5141.240723
410371.2321,163899.2231,-5132.65625
410382.6552,163882.8063,-5130.174561
410394.0784,163866.3895,-5133.086426
410405.5015,163849.9727,-5138.254395
410416.9247,163833.5559,-5147.219971
410428.3478,163817.139,-5146.505005
410439.7709,163800.7222,-5139.319092
410451.1941,163784.3054,-5131.588745
410462.6172,163767.8886,-5129.067627
410474.0403,163751.4718,-5123.275024
410485.4635,163735.0549,-5120.021362
410496.8866,163718.6381,-5114.751709
410508.3097,163702.2213,-5112.309326
410519.7329,163685.8045,-5106.370972
410531.156,163669.3877,-5102.648193
410542.5791,163652.9708,-5095.680176
410554.0023,163636.554,-5088.1604
410565.4254,163620.1372,-5085.543335
410576.8485,163603.7204,-5079.792847
410588.2717,163587.3036,-5078.281738
410599.6948,163570.8867,-5075.010742
410611.1179,163554.4699,-5075.181152
410622.5411,163538.0531,-5076.447388
410633.9642,163521.6363,-5077.959717
410645.3873,163505.2195,-5079.090332
410656.8105,163488.8026,-5081.803955
410668.2336,163472.3858,-5084.922119
410679.6567,163455.969,-5086.674561
410691.0799,163439.5522,-5090.466064
410702.503,163423.1353,-5092.65686
410713.9261,163406.7185,-5095.756226
410725.3493,163390.3017,-5099.727417
410736.7724,163373.8849,-5102.790161
410748.1955,163357.4681,-5106.373535
410759.6187,163341.0512,-5110.216675
410771.0418,163324.6344,-5111.741943
410782.4649,163308.2176,-5114.960938
410793.8881,163291.8008,-5117.591553
410805.3112,163275.384,-5120.033569
410816.7344,163258.9671,-5122.801025
410828.1575,163242.5503,-5126.74585
410839.5806,163226.1335,-5130.483154
410851.0038,163209.7167,-5133.850464
410862.4269,163193.2999,-5138.302979
410873.85,163176.883,-5141.187866
410885.2732,163160.4662,-5146.178223
410896.6963,163144.0494,-5146.321899
410908.1194,163127.6326,-5144.084106
410919.5426,163111.2158,-5140.830078
410930.9657,163094.7989,-5140.039795
410942.3888,163078.3821,-5135.877563
410953.812,163061.9653,-5138.231079
410965.2351,163045.5485,-5142.964966
410976.6582,163029.1317,-5145.85498
410988.0814,163012.7148,-5152.308472
410999.5045,162996.298,-5155.865479
411010.9276,162979.8812,-5156.638306
411022.3508,162963.4644,-5154.43689
411033.7739,162947.0475,-5153.534912
411045.197,162930.6307,-5151.637573
411056.6202,162914.2139,-5151.237061
411068.0433,162897.7971,-5149.334717
411079.4664,162881.3803,-5149.11377
411090.8896,162864.9634,-5148.009277
411102.3127,162848.5466,-5146.64978
411113.7358,162832.1298,-5147.044312
411125.159,162815.713,-5147.605835
411136.5821,162799.2962,-5148.818237
411148.0052,162782.8793,-5151.52478
411159.4284,162766.4625,-5154.41687
411170.8515,162750.0457,-5155.452271
411182.2746,162733.6289,-5158.313477
411193.6978,162717.2121,-5160.19043
411205.1209,162700.7952,-5159.994141
411216.5441,162684.3784,-5160.905273
411227.9672,162667.9616,-5160.794678
411239.3903,162651.5448,-5160.782227
411250.8135,162635.128,-5161.723389
411262.2366,162618.7111,-5164.518433
411273.6597,162602.2943,-5166.959473
411285.0829,162585.8775,-5169.528564
411296.506,162569.4607,-5172.791016
411307.9291,162553.0438,-5176.743164
411319.3523,162536.627,-5179.281128
411330.7754,162520.2102,-5177.202148
411342.1985,162503.7934,-5177.963745
411353.6217,162487.3766,-5178.467285
411365.0448,162470.9597,-5179.293579
411376.4679,162454.5429,-5181.796143
411387.8911,162438.1261,-5178.206177
