POINT_X,POINT_Y,RASTERVALU
427865.0138,136717.2104,1554.96814
427881.3674,136705.697,1552.869507
427897.7211,136694.1835,1551.11145
427914.0747,136682.6701,1548.524658
427930.4283,136671.1567,1545.19165
427946.7819,136659.6432,1539.545044
427963.1355,136648.1298,1535.78479
427979.4891,136636.6164,1530.885376
427995.8428,136625.1029,1525.351074
428012.1964,136613.5895,1520.508423
428028.55,136602.0761,1515.055298
428044.9036,136590.5626,1510.112061
428061.2572,136579.0492,1507.841064
428077.6108,136567.5357,1507.774414
428093.9645,136556.0223,1508.124512
428110.3181,136544.5089,1509.324951
428126.6717,136532.9954,1510.03479
428143.0253,136521.482,1510.155884
428159.3789,136509.9686,1511.313232
428175.7325,136498.4551,1512.032715
428192.0862,136486.9417,1512.816284
428208.4398,136475.4283,1514.391479
428224.7934,136463.9148,1515.335815
428241.147,136452.4014,1516.091187
428257.5006,136440.8879,1516.668823
428273.8542,136429.3745,1517.170532
428290.2079,136417.8611,1516.880615
428306.5615,136406.3476,1516.316284
428322.9151,136394.8342,1517.072632
428339.2687,136383.3208,1517.825073
428355.6223,136371.8073,1518.964844
428371.9759,136360.2939,1520.592651
428388.3296,136348.7805,1521.456787
428404.6832,136337.267,1522.311279
428421.0368,136325.7536,1523.998535
428437.3904,136314.2402,1528.217285
428453.744,136302.7267,1531.869385
428470.0976,136291.2133,1535.229858
428486.4513,136279.6998,1535.676636
428502.8049,136268.1864,1532.904785
428519.1585,136256.673,1531.808228
428535.5121,136245.1595,1534.276123
428551.8657,136233.6461,1536.030884
428568.2193,136222.1327,1537.857666
428584.573,136210.6192,1539.227661
428600.9266,136199.1058,1540.377319
428617.2802,136187.5924,1541.292603
428633.6338,136176.0789,1542.365234
428649.9874,136164.5655,1542.619507
428666.341,136153.052,1542.969482
428682.6947,136141.5386,1542.494751
428699.0483,136130.0252,1540.72998
428715.4019,136118.5117,1538.09314
428731.7555,136106.9983,1534.109985
428748.1091,136095.4849,1526.476685
428764.4627,136083.9714,1522.393921
428780.8164,136072.458,1519.19751
428797.17,136060.9446,1515.88269
428813.5236,136049.4311,1509.681519
428829.8772,136037.9177,1505.745361
428846.2308,136026.4042,1501.720581
428862.5844,136014.8908,1497.223145
428878.9381,136003.3774,1494.727417
428895.2917,135991.8639,1492.763184
428911.6453,135980.3505,1490.618774
428927.9989,135968.8371,1489.382813
428944.3525,135957.3236,1487.927612
428960.7061,135945.8102,1488.216187
428977.0598,135934.2968,1489.373413
428993.4134,135922.7833,1489.970459
429009.767,135911.2699,1490.970825
429026.1206,135899.7564,1492.219482
429042.4742,135888.243,1493.368042
429058.8278,135876.7296,1494.880859
429075.1815,135865.2161,1497.950317
429091.5351,135853.7027,1499.878662
429107.8887,135842.1893,1501.401245
429124.2423,135830.6758,1501.945435
429140.5959,135819.1624,1502.166504
429156.9495,135807.649,1499.365356
429173.3032,135796.1355,1492.790039
429189.6568,135784.6221,1487.332397
429206.0104,135773.1086,1485.935547
429222.364,135761.5952,1484.949097
429238.7176,135750.0818,1483.247314
429255.0712,135738.5683,1479.647095
429271.4249,135727.0549,1477.797852
429287.7785,135715.5415,1476.188232
429304.1321,135704.028,1476.291992
429320.4857,135692.5146,1475.839722
429336.8393,135681.0012,1475.449829
429353.1929,135669.4877,1475.143188
429369.5466,135657.9743,1474.971436
429385.9002,135646.4608,1474.697998
429402.2538,135634.9474,1474.493774
429418.6074,135623.434,1474.093872
429434.961,135611.9205,1473.598999
429451.3147,135600.4071,1473.152466
429467.6683,135588.8937,1472.324829
429484.0219,135577.3802,1471.935669
429500.3755,135565.8668,1471.599243
429516.7291,135554.3534,1471.14563
429533.0827,135542.8399,1470.582642
429549.4364,135531.3265,1470.009155
429565.79,135519.813,1469.138184
429582.1436,135508.2996,1468.737915
429598.4972,135496.7862,1468.737915
429614.8508,135485.2727,1468.737915
429631.2044,135473.7593,1468.737915
429647.5581,135462.2459,1468.737915
429663.9117,135450.7324,1468.737915
429680.2653,135439.219,1468.737915
429696.6189,135427.7056,1468.737915
429712.9725,135416.1921,1468.737915
429729.3261,135404.6787,1468.737915
429745.6798,135393.1652,1468.737915
429762.0334,135381.6518,1468.737915
429778.387,135370.1384,1468.737915
429794.7406,135358.6249,1468.737915
429811.0942,135347.1115,1468.737915
429827.4478,135335.5981,1468.737915
429843.8015,135324.0846,1468.737915
429860.1551,135312.5712,1468.737915
429876.5087,135301.0578,1468.737915
429892.8623,135289.5443,1468.737915
429909.2159,135278.0309,1468.737915
429925.5695,135266.5174,1468.737915
429941.9232,135255.004,1468.737915
429958.2768,135243.4906,1468.737915
429974.6304,135231.9771,1468.737915
429990.984,135220.4637,1468.737915
430007.3376,135208.9503,1468.737915
430023.6912,135197.4368,1468.737915
430040.0449,135185.9234,1468.737915
430056.3985,135174.41,1468.737915
430072.7521,135162.8965,1468.737915
430089.1057,135151.3831,1468.737915
430105.4593,135139.8696,1468.737915
430121.8129,135128.3562,1468.737915
430138.1666,135116.8428,1468.737915
430154.5202,135105.3293,1468.737915
430170.8738,135093.8159,1468.737915
430187.2274,135082.3025,1468.737915
430203.581,135070.789,1468.737915
430219.9346,135059.2756,1468.737915
430236.2883,135047.7622,1468.737915
430252.6419,135036.2487,1468.737915
430268.9955,135024.7353,1468.737915
430285.3491,135013.2218,1468.737915
430301.7027,135001.7084,1468.737915
430318.0563,134990.195,1468.737915
430334.41,134978.6815,1468.737915
430350.7636,134967.1681,1468.737915
430367.1172,134955.6547,1468.737915
430383.4708,134944.1412,1468.737915
430399.8244,134932.6278,1468.737915
430416.178,134921.1144,1468.737915
430432.5317,134909.6009,1468.737915
430448.8853,134898.0875,1468.737915
430465.2389,134886.574,1468.737915
430481.5925,134875.0606,1468.737915
430497.9461,134863.5472,1468.737915
430514.2997,134852.0337,1468.737915
430530.6534,134840.5203,1468.737915
430547.007,134829.0069,1468.737915
430563.3606,134817.4934,1468.737915
430579.7142,134805.98,1468.737915
430596.0678,134794.4666,1468.737915
430612.4214,134782.9531,1468.737915
430628.7751,134771.4397,1468.737915
430645.1287,134759.9262,1468.737915
430661.4823,134748.4128,1468.737915
430677.8359,134736.8994,1468.737915
430694.1895,134725.3859,1468.737915
430710.5431,134713.8725,1468.737915
430726.8968,134702.3591,1468.737915
430743.2504,134690.8456,1468.737915
430759.604,134679.3322,1468.737915
430775.9576,134667.8188,1468.737915
430792.3112,134656.3053,1468.737915
430808.6648,134644.7919,1468.737915
430825.0185,134633.2784,1468.737915
430841.3721,134621.765,1468.737915
430857.7257,134610.2516,1468.737915
430874.0793,134598.7381,1468.737915
430890.4329,134587.2247,1468.737915
430906.7865,134575.7113,1468.737915
430923.1402,134564.1978,1468.737915
430939.4938,134552.6844,1468.737915
430955.8474,134541.171,1468.737915
430972.201,134529.6575,1468.737915
430988.5546,134518.1441,1468.737915
431004.9082,134506.6306,1468.737915
431021.2619,134495.1172,1468.737915
431037.6155,134483.6038,1468.737915
431053.9691,134472.0903,1468.737915
431070.3227,134460.5769,1468.737915
431086.6763,134449.0635,1468.737915
431103.03,134437.55,1468.737915
431119.3836,134426.0366,1468.737915
431135.7372,134414.5232,1468.737915
431152.0908,134403.0097,1468.737915
431168.4444,134391.4963,1468.737915
431184.798,134379.9828,1468.737915
431201.1517,134368.4694,1468.737915
431217.5053,134356.956,1468.737915
431233.8589,134345.4425,1468.737915
431250.2125,134333.9291,1468.737915
431266.5661,134322.4157,1468.737915
431282.9197,134310.9022,1468.737915
431299.2734,134299.3888,1468.737915
431315.627,134287.8754,1468.737915
431331.9806,134276.3619,1468.737915
431348.3342,134264.8485,1468.737915
431364.6878,134253.335,1468.737915
431381.0414,134241.8216,1468.737915
431397.3951,134230.3082,1468.737915
431413.7487,134218.7947,1468.737915
431430.1023,134207.2813,1468.737915
431446.4559,134195.7679,1468.737915
431462.8095,134184.2544,1468.737915
431479.1631,134172.741,1468.737915
431495.5168,134161.2276,1468.737915
431511.8704,134149.7141,1468.737915
431528.224,134138.2007,1468.737915
431544.5776,134126.6872,1468.737915
431560.9312,134115.1738,1468.737915
431577.2848,134103.6604,1468.737915
431593.6385,134092.1469,1468.945313
431609.9921,134080.6335,1469.68457
431626.3457,134069.1201,1471.112549
431642.6993,134057.6066,1472.227661
431659.0529,134046.0932,1473.671509
431675.4065,134034.5798,1474.947876
431691.7602,134023.0663,1476.658447
431708.1138,134011.5529,1477.901855
431724.4674,134000.0394,1478.892822
431740.821,133988.526,1481.074585
431757.1746,133977.0126,1482.580444
431773.5282,133965.4991,1484.191528
431789.8819,133953.9857,1486.30603
431806.2355,133942.4723,1487.163696
431822.5891,133930.9588,1487.433594
431838.9427,133919.4454,1487.34375
431855.2963,133907.932,1487.654175
431871.6499,133896.4185,1487.079102
431888.0036,133884.9051,1487.125122
431904.3572,133873.3916,1488.203857
431920.7108,133861.8782,1489.162598
431937.0644,133850.3648,1490.161011
431953.418,133838.8513,1490.705566
431969.7716,133827.3379,1490.349976
431986.1253,133815.8245,1490.15564
432002.4789,133804.311,1491.795166
432018.8325,133792.7976,1494.856323
432035.1861,133781.2842,1497.090454
432051.5397,133769.7707,1498.687378
432067.8933,133758.2573,1501.087646
432084.247,133746.7438,1507.16626
432100.6006,133735.2304,1513.2854
432116.9542,133723.717,1516.225586
432133.3078,133712.2035,1518.444214
432149.6614,133700.6901,1521.025024
432166.015,133689.1767,1523.761475
432182.3687,133677.6632,1528.895142
432198.7223,133666.1498,1533.688965
432215.0759,133654.6364,1538.328491
432231.4295,133643.1229,1542.810425
432247.7831,133631.6095,1546.67627
432264.1367,133620.096,1549.85083
432280.4904,133608.5826,1551.528809
432296.844,133597.0692,1552.588135
432313.1976,133585.5557,1554.02356
432329.5512,133574.0423,1554.970459
432345.9048,133562.5289,1556.242676
432362.2584,133551.0154,1557.161987
432378.6121,133539.502,1558.067017
432394.9657,133527.9886,1559.255249
432411.3193,133516.4751,1560.105957
432427.6729,133504.9617,1561.08374
432444.0265,133493.4482,1562.784912
432460.3801,133481.9348,1564.139893
432476.7338,133470.4214,1565.331177
432493.0874,133458.9079,1566.702515
432509.441,133447.3945,1568.755859
432525.7946,133435.8811,1570.182495
432542.1482,133424.3676,1571.272583
432558.5018,133412.8542,1572.628418
432574.8555,133401.3408,1573.181885
432591.2091,133389.8273,1573.530884
432607.5627,133378.3139,1573.644531
432623.9163,133366.8004,1571.855469
432640.2699,133355.287,1569.164795
432656.6235,133343.7736,1565.205933
432672.9772,133332.2601,1561.128174
432689.3308,133320.7467,1560.180908
432705.6844,133309.2333,1561.879761
432722.038,133297.7198,1567.605347
432738.3916,133286.2064,1570.813477
432754.7453,133274.693,1572.635864
432771.0989,133263.1795,1575.793701
432787.4525,133251.6661,1578.188599
432803.8061,133240.1526,1580.127686
432820.1597,133228.6392,1581.620728
432836.5133,133217.1258,1583.213135
432852.867,133205.6123,1584.311768
432869.2206,133194.0989,1585.445923
432885.5742,133182.5855,1587.218628
432901.9278,133171.072,1587.373047
432918.2814,133159.5586,1587.019409
432934.635,133148.0452,1585.673828
432950.9887,133136.5317,1583.454834
432967.3423,133125.0183,1578.060913
432983.6959,133113.5048,1575.084106
433000.0495,133101.9914,1573.559692
433016.4031,133090.478,1573.780273
433032.7567,133078.9645,1573.82251
433049.1104,133067.4511,1573.12085
433065.464,133055.9377,1572.176636
433081.8176,133044.4242,1571.344482
433098.1712,133032.9108,1571.069458
433114.5248,133021.3974,1571.063965
433130.8784,133009.8839,1571.599121
433147.2321,132998.3705,1572.082642
433163.5857,132986.857,1572.882568
433179.9393,132975.3436,1571.952026
433196.2929,132963.8302,1572.296997
433212.6465,132952.3167,1573.337769
433229.0001,132940.8033,1573.824951
433245.3538,132929.2899,1574.038696
433261.7074,132917.7764,1573.933472
433278.061,132906.263,1575.781738
433294.4146,132894.7496,1577.295654
433310.7682,132883.2361,1578.541992
433327.1218,132871.7227,1580.530762
433343.4755,132860.2092,1581.893799
433359.8291,132848.6958,1583.341797
433376.1827,132837.1824,1585.09082
433392.5363,132825.6689,1591.431396
433408.8899,132814.1555,1598.194824
433425.2435,132802.6421,1606.978271
433441.5972,132791.1286,1615.543091
433457.9508,132779.6152,1624.149414
433474.3044,132768.1018,1628.836548
433490.658,132756.5883,1635.114746
433507.0116,132745.0749,1635.802979
433523.3652,132733.5614,1636.145996
433539.7189,132722.048,1638.021606
433556.0725,132710.5346,1639.276489
433572.4261,132699.0211,1640.683105
433588.7797,132687.5077,1642.44751
433605.1333,132675.9943,1643.451538
433621.4869,132664.4808,1644.06189
433637.8406,132652.9674,1644.731934
433654.1942,132641.454,1645.672729
433670.5478,132629.9405,1646.360352
433686.9014,132618.4271,1647.172119
433703.255,132606.9136,1648.450073
433719.6086,132595.4002,1648.943726
433735.9623,132583.8868,1649.211426
433752.3159,132572.3733,1649.942871
433768.6695,132560.8599,1650.441284
433785.0231,132549.3465,1651.379395
433801.3767,132537.833,1652.445679
433817.7303,132526.3196,1654.132324
433834.084,132514.8062,1655.14978
433850.4376,132503.2927,1656.300903
433866.7912,132491.7793,1657.912842
433883.1448,132480.2658,1658.94519
433899.4984,132468.7524,1660.407959
433915.852,132457.239,1662.031738
433932.2057,132445.7255,1662.938354
433948.5593,132434.2121,1663.776489
433964.9129,132422.6987,1664.837524
433981.2665,132411.1852,1666.830444
433997.6201,132399.6718,1668.064209
434013.9737,132388.1584,1669.292603
434030.3274,132376.6449,1670.588379
434046.681,132365.1315,1672.064453
434063.0346,132353.618,1673.434448
434079.3882,132342.1046,1675.078735
434095.7418,132330.5912,1675.978882
434112.0954,132319.0777,1676.907715
434128.4491,132307.5643,1677.749878
434144.8027,132296.0509,1679.441284
434161.1563,132284.5374,1680.22937
434177.5099,132273.024,1681.069702
434193.8635,132261.5106,1682.81543
434210.2171,132249.9971,1683.965698
434226.5708,132238.4837,1684.896606
434242.9244,132226.9702,1686.602905
434259.278,132215.4568,1687.431763
434275.6316,132203.9434,1688.483765
434291.9852,132192.4299,1689.601563
434308.3388,132180.9165,1691.339355
434324.6925,132169.4031,1692.188721
434341.0461,132157.8896,1693.039429
434357.3997,132146.3762,1694.477295
434373.7533,132134.8628,1695.26355
434390.1069,132123.3493,1696.685303
434406.4606,132111.8359,1698.295288
434422.8142,132100.3224,1698.946777
434439.1678,132088.809,1699.833618
434455.5214,132077.2956,1700.858032
434471.9554,132065.9027,1702.964111
434488.8687,132055.2284,1703.742188
434505.782,132044.5541,1704.248901
434522.6953,132033.8798,1705.353638
434539.6086,132023.2055,1706.082642
434556.5218,132012.5311,1708.004761
434573.4351,132001.8568,1709.262817
434590.3484,131991.1825,1709.714478
434607.2617,131980.5082,1709.531616
434624.175,131969.8339,1708.458252
434641.0883,131959.1596,1708.650513
434658.0015,131948.4853,1711.723633
434674.9148,131937.811,1713.358276
434691.8281,131927.1367,1715.476807
434708.7414,131916.4624,1716.676147
434725.6547,131905.7881,1717.914063
434742.5679,131895.1138,1720.179077
434759.4812,131884.4394,1721.925171
434776.3945,131873.7651,1723.524902
434793.3078,131863.0908,1725.926636
434810.2211,131852.4165,1727.6521
434827.1344,131841.7422,1730.439087
434844.0476,131831.0679,1732.246704
434860.9609,131820.3936,1733.716553
434877.8742,131809.7193,1735.823486
434894.7875,131799.045,1737.498779
434911.7008,131788.3707,1739.232544
434928.6141,131777.6964,1741.641724
434945.5273,131767.0221,1743.214722
434962.4406,131756.3477,1745.746948
434979.3539,131745.6734,1747.990479
434996.2672,131734.9991,1749.882202
435013.1805,131724.3248,1752.382935
435030.0938,131713.6505,1754.133545
435047.007,131702.9762,1756.085205
435063.9203,131692.3019,1758.946289
435080.8336,131681.6276,1761.298218
435097.7469,131670.9533,1765.019897
435114.6602,131660.279,1767.866821
435131.5735,131649.6047,1770.46167
435148.4867,131638.9303,1773.461548
435165.4,131628.256,1775.780151
435182.3133,131617.5817,1778.030396
435199.2266,131606.9074,1781.045898
435216.1399,131596.2331,1782.364258
435233.0532,131585.5588,1786.319214
435249.9664,131574.8845,1788.746582
435266.8797,131564.2102,1790.473999
435283.793,131553.5359,1792.52356
435300.7063,131542.8616,1794.550659
435317.6196,131532.1873,1795.403076
435334.5328,131521.513,1797.633301
435351.4461,131510.8386,1799.043091
435368.3594,131500.1643,1800.324585
435385.2727,131489.49,1802.092041
435402.186,131478.8157,1803.322021
435419.0993,131468.1414,1806.43396
435436.0125,131457.4671,1807.401855
435452.9258,131446.7928,1807.85498
435469.8391,131436.1185,1811.720703
435486.7524,131425.4442,1814.150513
435503.6657,131414.7699,1816.456299
435520.579,131404.0956,1819.210083
435537.4922,131393.4213,1820.319336
435554.4055,131382.7469,1820.31665
435571.3188,131372.0726,1817.147461
435588.2321,131361.3983,1812.637085
435605.1454,131350.724,1818.933594
435622.0587,131340.0497,1823.475708
435638.9719,131329.3754,1819.535645
435655.8852,131318.7011,1816.600342
435672.7985,131308.0268,1818.665649
435689.7118,131297.3525,1827.538452
435706.6251,131286.6782,1832.878418
435723.5384,131276.0039,1837.38623
435740.4516,131265.3296,1843.335449
435757.3649,131254.6552,1850.640259
435774.2782,131243.9809,1858.139648
435791.1915,131233.3066,1870.004272
435808.1048,131222.6323,1878.723511
435825.0181,131211.958,1886.711548
435841.9313,131201.2837,1893.59082
435858.8446,131190.6094,1905.17395
435875.7579,131179.9351,1906.313232
435892.6712,131169.2608,1901.071045
435909.5845,131158.5865,1895.850952
435926.4977,131147.9122,1894.337891
435943.411,131137.2378,1895.446167
435960.3243,131126.5635,1903.68811
435977.2376,131115.8892,1909.380249
435994.1509,131105.2149,1915.442261
436011.0642,131094.5406,1926.560425
436027.9774,131083.8663,1929.855225
436044.8907,131073.192,1930.881958
436061.804,131062.5177,1937.826904
436078.7173,131051.8434,1943.016724
436095.6306,131041.1691,1951.574097
436112.5439,131030.4948,1957.807861
436129.4571,131019.8205,1962.071777
436146.3704,131009.1461,1965.515137
436163.2837,130998.4718,1970.696289
436180.197,130987.7975,1976.696411
436197.1103,130977.1232,1980.673096
436214.0236,130966.4489,1978.997559
436230.9368,130955.7746,1976.237671
436247.8501,130945.1003,1968.991699
436264.7634,130934.426,1961.016113
436281.6767,130923.7517,1950.058594
436298.59,130913.0774,1946.319824
436315.5033,130902.4031,1946.53833
436332.4165,130891.7288,1948.340576
436349.3298,130881.0544,1938.162354
436366.2431,130870.3801,1925.588013
436383.1564,130859.7058,1910.657227
436400.0697,130849.0315,1899.580566
436416.983,130838.3572,1901.124023
436433.8962,130827.6829,1903.779785
436450.8095,130817.0086,1910.788086
436467.7228,130806.3343,1921.795776
436484.6361,130795.66,1929.532593
436501.5494,130784.9857,1937.178589
436518.4626,130774.3114,1953.248413
436535.3759,130763.637,1965.241821
436552.2892,130752.9627,1975.369629
436569.2025,130742.2884,1965.727905
436586.1158,130731.6141,1958.801392
436603.0291,130720.9398,1950.968872
436619.9423,130710.2655,1937.016724
436636.8556,130699.5912,1928.210449
436653.7689,130688.9169,1922.629761
436670.6822,130678.2426,1918.215454
436687.5955,130667.5683,1914.005249
436704.5088,130656.894,1909.159912
436721.422,130646.2197,1905.549805
436738.3353,130635.5453,1913.147949
436755.2486,130624.871,1924.356812
436772.1619,130614.1967,1934.932617
436789.0752,130603.5224,1948.092407
436805.9885,130592.8481,1957.832886
436822.9017,130582.1738,1971.216187
436839.815,130571.4995,1983.917114
436856.7283,130560.8252,1994.795654
436873.6416,130550.1509,2002.481689
436890.5549,130539.4766,2014.235962
436907.4682,130528.8023,2022.300293
436924.3814,130518.128,2032.084595
436941.2947,130507.4536,2040.387939
436958.208,130496.7793,2050.606445
436975.1213,130486.105,2058.81665
436992.0346,130475.4307,2066.980225
437008.9479,130464.7564,2077.342773
437025.8611,130454.0821,2085.806152
437042.7744,130443.4078,2095.230957
437059.6877,130432.7335,2097.780762
437076.601,130422.0592,2088.041016
437093.5143,130411.3849,2078.095215
437110.4275,130400.7106,2072.542725
437127.3408,130390.0362,2069.60083
437144.2541,130379.3619,2065.998291
437161.1674,130368.6876,2059.840088
437178.0807,130358.0133,2049.333008
437194.994,130347.339,2040.178101
437211.9072,130336.6647,2038.688965
437228.8205,130325.9904,2039.752808
437245.7338,130315.3161,2041.642944
437262.6471,130304.6418,2045.421387
437279.5604,130293.9675,2050.458984
437296.4737,130283.2932,2056.383057
437313.3869,130272.6189,2061.650391
437330.3002,130261.9445,2060.304199
437347.2135,130251.2702,2058.964111
437364.1268,130240.5959,2061.925781
437381.0401,130229.9216,2059.644043
437397.9534,130219.2473,2054.379639
437414.8666,130208.573,2056.675293
437431.7799,130197.8987,2059.106689
